"Compounds ID"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: Metabolika Search"	"Annotation Source: ChemSpider Search"	"FISh Coverage"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# Metabolika Pathways"	"Metabolika Pathways"	"mzCloud Best Match"	"mzCloud Best Sim. Match"	"MS2"	"Area: TRB00001_Blank_1.raw (F29)"	"Area: UMB00001_Blank_1.raw (F30)"	"Area: SCBIBlank4_1.raw (F31)"	"Area: SERCBLANK_2.raw (F32)"	"Area: SB00054_ACERRU.raw (F1)"	"Area: SB00061_ACERRU.raw (F2)"	"Area: SB00158_ACERRU.raw (F3)"	"Area: SB00174_ACERRU.raw (F4)"	"Area: SB00237_ACERRU.raw (F5)"	"Area: SBP00000_ACERRU.raw (F6)"	"Area: SR00044_ACERRU.raw (F7)"	"Area: SR00048_ACERRU.raw (F8)"	"Area: SR00054_ACERRU.raw (F9)"	"Area: SR00058_ACERRU.raw (F10)"	"Area: SR00063_ACERRU.raw (F11)"	"Area: SRP00001_ACERRU.raw (F12)"	"Area: TR00003_ACERRU.raw (F13)"	"Area: TR00007_ACERRU.raw (F14)"	"Area: TR00016_ACERRU.raw (F15)"	"Area: TR00021_ACERRU.raw (F16)"	"Area: TR00073_ACERRU.raw (F17)"	"Area: TRP00001_ACERRU.raw (F18)"	"Area: UM00109_ACERRU.raw (F19)"	"Area: UM00110_ACERRU.raw (F20)"	"Area: UM00113_ACERRU.raw (F21)"	"Area: UM00143_ACERRU.raw (F22)"	"Area: UM00144_ACERRU.raw (F23)"	"Area: UM00149_ACERRU.raw (F24)"	"Area: UM00160_ACERRU.raw (F25)"	"Area: UMP0001_ACERRU.raw (F26)"	"Group Area: Control"	"Group Area: Sample"	"Group CV [%]: Control"	"Group CV [%]: Sample"	"Ratio: (Sample) / (Control)"	"Log2 Fold Change: (Sample) / (Control)"	"P-value: (Sample) / (Control)"	"Adj. P-value: (Sample) / (Control)"
"3824"	"2-(N(Omega)-L-arginine)succinic acid"	"C10 H18 N4 O6"	"Full match"	"No results"	"Full match"	"Full match"	""	"290.12221"	"0.744"	"14216220.3190523"	"1"	"0"	"3"	"Other"	""	""	"NoMSn"	"5443.55887734212"	"2321.19315354902"	"5686.93432320244"	"3342.69529664018"	"615167.594066348"	"66463.8137054395"	"825735.026408326"	"404758.522639638"	"223192.137396584"	"159046.048435388"	"144617.774048395"	"60472.0388482434"	"764016.910695859"	"1255551.5178257"	"235759.231273085"	"134600.1983698"	"602079.244932309"	"904313.413631919"	"634440.119034105"	"1670086.25182351"	"14216220.3190523"	"1453858.53510666"	"5817.70608420108"	"32062.5422717382"	"48933.7804755758"	"47634.523867659"	"30641.1099061055"	"30283.5867009159"	"69361.0625531077"	"123831.483618128"	"4393.12708699115"	"191119.092915986"	"38.9479452862557"	"288.430500043614"	"43.504"	"5.44"	"1.78701314588648E-09"	"9.49860767103597E-09"
"3832"	"15-cis-4,4'-diapophytoene"	"C30 H48"	"Full match"	"No results"	"No results"	"Full match"	""	"408.37557"	"18.830"	"14167204.5555786"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"228306.094127991"	"220873.597346808"	"244388.288600637"	"143637.828161338"	"12137420.4107722"	"14167204.5555786"	"1306604.42143922"	"12779414.5107087"	"8094184.07884873"	"11977924.775813"	"257322.02671874"	"1243118.89806181"	"1277462.31649998"	"457514.156794318"	"2436467.25202337"	"1369583.71534992"	"202780.34897755"	"185882.550199525"	"223517.306064429"	"194315.391187692"	"192370.115269124"	"360425.663730339"	"3511450.66511726"	"2769312.22032484"	"2966189.58212035"	"6544993.53264856"	"3524586.59601754"	"6048419.64953612"	"4014164.60729395"	"7609896.48751035"	"224589.845737399"	"2602889.7361741"	"21.4343184211908"	"109.554316688322"	"11.590"	"3.53"	"3.14571601327872E-07"	"1.06512840449613E-06"
"5145"	"(3E)-4-(4-Hydroxy-2,6,6-trimethyl-1-cyclohexen-1-yl)-3-buten-2-one"	"C13 H20 O2"	"Full match"	"No results"	"No results"	"Full match"	""	"208.14637"	"9.548"	"13956336.6478917"	"2"	"0"	"0"	""	""	""	"PreferredDDA"	"83483.6620667129"	"165453.272534556"	"164710.857782233"	"74084.6124946965"	"2066123.89930809"	"2231620.09158063"	"5586327.77758123"	"6275881.99846777"	"4779222.79963639"	"5672521.81681874"	"8731618.29909436"	"6939937.55548835"	"7252611.26696868"	"6011022.62049778"	"3742546.68334107"	"9239019.74377738"	"8637152.40884172"	"7321005.8940247"	"9589178.48525992"	"7776473.94678323"	"13956336.6478917"	"6826281.63520418"	"3288176.32006231"	"903749.244676686"	"957398.730192743"	"565540.044279396"	"381544.074980003"	"531127.238965686"	"1819503.2226934"	"2347828.15147776"	"124097.259924473"	"5629424.79719998"	"40.9836120742775"	"68.2542007765396"	"45.363"	"5.50"	"5.85341332836378E-07"	"1.89177140397577E-06"
"3889"	"Aesculin"	"C15 H16 O9"	"Full match"	"No results"	"Full match"	"Full match"	""	"340.07987"	"4.401"	"13928918.293977"	"8"	"0"	"1"	"Superpathway of scopolin and esculin biosynthesis"	""	""	"NoMSn"	"74755.2243914264"	"71973.4513867991"	"33900.1222740315"	"32283.8333001529"	"1835789.65423595"	"2526778.97566732"	"3886279.07558252"	"2951531.14304269"	"1723461.80368035"	"3996935.58506233"	"6294496.99250621"	"3889375.41656119"	"2214514.4736282"	"2434874.33800466"	"13928918.293977"	"5625984.82590503"	"652682.915646706"	"1056548.40496409"	"659991.653266382"	"1051118.35855187"	"1494389.2323572"	"1188262.77279297"	"53222.5155267236"	"70450.4687564312"	"175065.834996871"	"114077.207905695"	"117708.455183619"	"51255.4001905241"	"44303.6358879617"	"249270.514801195"	"52936.7868304153"	"1341326.00257509"	"43.7518908140648"	"132.310461502254"	"25.338"	"4.66"	"1.10303291837626E-06"	"3.3892831847614E-06"
"3920"	"2-Hydroxy-3-(2-methylenecyclopropyl)succinate"	"C8 H8 O5"	"Full match"	"No results"	"Partial match"	"Full match"	""	"184.03716"	"0.960"	"13784584.7866874"	"3"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"17560.416918548"	"3808.59298078851"	"19812.3112812103"	"26970.76660452"	"10325296.0350408"	"8209453.479563"	"7790848.04595764"	"4162215.13774696"	"2650505.07658461"	"5641050.62411746"	"582255.146187545"	"3778363.45048043"	"4269192.49387345"	"7967262.47512329"	"13784584.7866874"	"1892685.99848757"	"8188219.09024732"	"6142726.36633466"	"3451294.23945381"	"2852112.1551162"	"5463009.77124212"	"2885913.77579696"	"62232.8032197563"	"76302.0389791726"	"60915.8674106274"	"89516.8132690421"	"54790.27149784"	"328385.010864968"	"169543.359582059"	"510512.961379171"	"18686.3640998791"	"3168604.00762539"	"56.8686080596578"	"95.7903618069925"	"169.568"	"7.41"	"3.14016504629475E-05"	"7.50660160283921E-05"
"3921"	"Protoporphyrin IX"	"C34 H34 N4 O4"	"Full match"	"No results"	"Full match"	"Full match"	""	"562.25822"	"16.678"	"13782858.4837972"	"1"	"0"	"4"	"Other"	""	""	"NoMSn"	"77069.5756846568"	"187461.607237237"	"176512.245833574"	"62058.6286996199"	"144537.493931222"	"1817914.25205221"	"3140994.07583284"	"4249119.12136438"	"523193.465106856"	"2234146.7074502"	"12846569.2348811"	"7924421.24131068"	"5163519.26118971"	"13782858.4837972"	"6661754.87778733"	"2090345.27186256"	"124362.582774275"	"108802.024464654"	"94306.5787845121"	"248224.405200912"	"128532.821739407"	"2144448.20620817"	"482914.17807692"	"962271.550409757"	"653611.692024093"	"427253.754091007"	"2348871.2765427"	"4299609.86757518"	"3323034.30655922"	"5940995.36566911"	"126790.910759115"	"2117396.73903536"	"51.9569034956158"	"118.622091171226"	"16.700"	"4.06"	"7.07269724835868E-05"	"0.000159564667299208"
"3934"	"5-Acetamidovalerate"	"C7 H13 N O3"	"Full match"	"No results"	"Full match"	"No results"	""	"159.08950"	"0.697"	"13729659.4492612"	"1"	"0"	"1"	"Superpathway of L-lysine degradation"	""	""	"NoMSn"	"32006.7680145011"	"12464.565239879"	"390420.670621064"	"63676.8476589095"	"8210665.32920679"	"8849672.42153581"	"11928830.795459"	"7540776.11234769"	"8515513.302328"	"11445095.1046366"	"7287077.91085959"	"8213078.75490781"	"9328088.31176432"	"13729659.4492612"	"8575138.18872281"	"8085410.46529052"	"5838186.24685593"	"3463375.55725404"	"4211427.48011883"	"6727030.73732337"	"6148274.82316285"	"4283211.84284725"	"160171.740051566"	"118797.776309796"	"256421.677163049"	"397996.342057441"	"106618.162814051"	"419375.566578121"	"237272.75925611"	"1000854.94528388"	"47841.8078367053"	"6437652.78024311"	"143.159983385056"	"75.2336932624707"	"134.561"	"7.07"	"0.0070267406616614"	"0.0122426384309546"
"7534"	"3,5-di-tert-Butyl-4-hydroxybenzaldehyde"	"C15 H22 O2"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"234.16208"	"13.581"	"13714096.3923172"	"8"	"9"	"1"	"Other"	"88.5"	""	"PreferredDDA"	"657705.026700988"	"135169.016869688"	"647323.73946999"	"451350.19503931"	"536745.864028672"	"366005.028422266"	"753434.466268792"	"539720.644427263"	"706703.242045887"	"303614.182499076"	"1196481.45953616"	"992268.092030354"	"613105.782394469"	"1103639.89231469"	"813783.817216287"	"868641.738865766"	"589451.308601665"	"553522.204845795"	"542273.52589951"	"876074.768443239"	"820105.642186638"	"69060.7100028044"	"611549.174907984"	"1471335.40408955"	"13714096.3923172"	"2887941.01070644"	"279795.170791392"	"1115654.21306568"	"4847071.98362796"	"650063.811405491"	"549336.96725465"	"730068.854157339"	"51.6694232224515"	"183.87516604371"	"1.329"	"0.41"	"0.164100642960262"	"0.241176074258696"
"3958"	"4-Hydroxybenzaldehyde"	"C7 H6 O2"	"Full match"	"Full match"	"Full match"	"Full match"	""	"122.03669"	"6.874"	"13638552.6153624"	"6"	"1"	"13"	"Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Anaerobic aromatic compound degradation (Thauera aromatica);Other"	"95.3"	""	"PreferredDDA"	"67567.3018832769"	"32713.0744983434"	"14335.5419815792"	"58709.0171961435"	"5827639.32868266"	"2763904.00486081"	"5445352.90964379"	"13638552.6153624"	"3921603.51371925"	"6789336.76733973"	"4092024.99529188"	"2153589.90370696"	"4501213.48612379"	"2595918.23179582"	"6159057.16867006"	"5165953.43143809"	"4151132.54464668"	"2152723.06283531"	"2348616.44362731"	"6802305.51164027"	"4451671.75802478"	"7480134.6294807"	"568596.867369437"	"1564214.55808853"	"797674.203617983"	"1951202.19085593"	"1393255.88037135"	"2391914.37179222"	"3351716.55160661"	"5346520.47930184"	"45711.0458472435"	"4006814.25450556"	"56.1727718882011"	"66.2865091748081"	"87.655"	"6.45"	"0.000282062412721249"	"0.000584051906827056"
"3989"	"sphinganine"	"C18 H39 N O2"	"Full match"	"No results"	"Full match"	"Full match"	""	"301.29815"	"14.034"	"13470837.5590537"	"1"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"294695.009748295"	"318337.133198105"	"183787.403027861"	"345648.982044194"	"2757667.028613"	"2154421.70009043"	"3053364.91604219"	"1965060.91830244"	"914256.839705952"	"1369888.42259168"	"5446129.80693533"	"4713322.11348884"	"3366997.17611566"	"6405502.58519545"	"3013680.96602201"	"3392893.56468369"	"475697.642760653"	"516187.936531067"	"532320.580273395"	"2772259.78925409"	"1944800.69226239"	"3760151.99748904"	"2516562.17639669"	"4571345.97336114"	"7158641.89944716"	"7408323.99486435"	"3990894.21135217"	"4424471.54700469"	"4965577.66349603"	"13470837.5590537"	"306516.0714732"	"3210181.04607892"	"24.8610194570187"	"74.2356723986948"	"10.473"	"3.39"	"5.46498361416839E-08"	"2.17599522729967E-07"
"3998"	"8-Hydroxyquinoline"	"C9 H7 N O"	"Full match"	"No results"	"No results"	"Full match"	""	"145.05265"	"1.663"	"13413470.5798429"	"2"	"0"	"0"	""	""	""	"NoMSn"	"17609.4870774846"	"67957.0190652263"	"13471.929735615"	"17169.1638148624"	"64191.5658304452"	"68663.1575940407"	"100315.586897788"	"118731.455768381"	"50426.9799742385"	"113825.175133733"	"73920.4209614296"	"64580.612495558"	"88443.2693095192"	"71259.8611745026"	"87592.2937230868"	"124189.046863958"	"3109175.69652884"	"6349917.41361088"	"3468233.27374275"	"13413470.5798429"	"7836650.26758198"	"134684.464743423"	"43866.9815470554"	"35800.4036947553"	"34765.304601168"	"56120.8514021595"	"35596.0655755614"	"33105.8735913992"	"42704.0221345171"	"164975.698542329"	"17389.3254461735"	"80756.3573422582"	"89.5054213521049"	"231.702031634896"	"4.644"	"2.22"	"0.0033171470521036"	"0.00600869438568581"
"4060"	"4-Hydroxybenzaldehyde"	"C7 H6 O2"	"Full match"	"Full match"	"Full match"	"Full match"	""	"122.03667"	"0.708"	"13061959.6824229"	"6"	"1"	"13"	"Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Anaerobic aromatic compound degradation (Thauera aromatica);Other"	"79.1"	""	"PreferredDDA"	"319351.883634684"	"19659.5506513812"	"157755.142097166"	"36431.2234657969"	"387916.809385487"	"625223.010127464"	"619795.78568369"	"413913.503575271"	"636568.325584663"	"861278.250051453"	"348958.215110953"	"234835.238793984"	"288445.420380362"	"544393.801573865"	"231058.228052554"	"13061959.6824229"	"787736.794236138"	"555197.102744615"	"743247.483948514"	"538252.696030307"	"431417.356755027"	"640459.263017931"	"31643.39963568"	"44930.2415120572"	"13467.6680858097"	"85546.9326908795"	"17241.3654416494"	"65149.934637612"	"18849.5553527706"	"179260.42225097"	"97093.1827814813"	"400915.156480379"	"103.869187700621"	"290.391084178155"	"4.129"	"2.05"	"0.16095162166381"	"0.23685428542643"
"4107"	"Phloroglucinol"	"C6 H6 O3"	"Full match"	"No results"	"No results"	"Full match"	""	"126.03155"	"2.455"	"12822977.1874506"	"3"	"0"	"0"	""	""	""	"NoMSn"	"817769.522387524"	"949650.60855389"	"620513.69770869"	"524953.733936959"	"5558521.87024235"	"3862398.9637724"	"3669093.27708675"	"4322084.52922107"	"3639691.75580437"	"5221636.52287195"	"5660102.16159832"	"5605406.5873535"	"2578682.3472689"	"4908393.8017666"	"95299.8431164965"	"8140733.32374603"	"8804270.2037254"	"10388546.8376789"	"7304824.48467845"	"12822977.1874506"	"12364038.1896512"	"7877489.87264617"	"1174555.39262497"	"973085.446160982"	"237499.193983174"	"3942748.3209617"	"708451.357984785"	"196107.294244854"	"938111.170671685"	"3007942.26440959"	"719141.610048107"	"4132416.42509139"	"26.2911572171009"	"76.6482377432489"	"5.746"	"2.52"	"6.04238609879797E-05"	"0.000137870995772038"
"4122"	"N-Methyldioctylamine"	"C17 H37 N"	"Full match"	"Full match"	"No results"	"No results"	""	"255.29268"	"13.027"	"12777361.871905"	"0"	"1"	"0"	""	"95.0"	""	"PreferredDDA"	"422788.422579766"	"5666177.74902053"	"467572.080580667"	"615333.394286968"	"1115327.64211775"	"710405.404999475"	"542770.526487382"	"581829.463564895"	"482598.217289861"	"1057686.04297875"	"644665.958045754"	"653576.011032428"	"448635.548195899"	"640598.257006186"	"605945.625181427"	"2400257.89685267"	"490408.766479232"	"379208.433342791"	"540212.565430022"	"573624.536332066"	"633489.428227422"	"650411.348952886"	"4077194.80909104"	"7464028.19305231"	"4230381.2818449"	"12777361.871905"	"8274346.92784398"	"7068724.18997638"	"9324148.53114482"	"8340873.74188415"	"541452.737433817"	"651993.679992657"	"144.087916753236"	"125.848103144747"	"1.204"	"0.27"	"0.565537618188018"	"0.707458028182125"
"4129"	"Diosmetin"	"C16 H12 O6"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"300.06329"	"10.645"	"12759669.017271"	"15"	"21"	"3"	"Superpathway of isoflavonoids (via naringenin);Other"	"97.8"	""	"PreferredDDA"	"23925.2505515341"	"79074.7444713751"	"40786.0641891213"	"34579.3227385708"	"18079.4918783414"	"29473.6233597716"	"308488.20333784"	"23304.1401128694"	"211906.908090005"	"234757.074836234"	"125504.212125547"	"1034227.44222341"	"450290.662289458"	"1487962.73823264"	"604050.057582306"	"1298731.12657066"	"5388403.2739065"	"12759669.017271"	"1526225.0764402"	"8799162.31377688"	"867846.577710926"	"11040487.4657078"	"44064.6370162503"	"573244.157019008"	"149628.679192602"	"587324.834359185"	"102317.396080149"	"35023.4962271678"	"174572.725854749"	"644463.563718954"	"37682.693463846"	"511767.409654233"	"53.8674505945668"	"188.88416211381"	"13.581"	"3.76"	"4.56129898002822E-05"	"0.000106378311141606"
"4142"	"3-[(1-Carboxyvinyl)oxy]benzoate"	"C10 H8 O5"	"Full match"	"No results"	"Full match"	"No results"	""	"208.03717"	"9.383"	"12711050.6423128"	"0"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"93326.4863967923"	"119901.541175758"	"89613.9479705219"	"62481.5454224419"	"12560704.5029032"	"8800606.03119465"	"12711050.6423128"	"9774869.67925075"	"5525386.31967741"	"10002077.5565612"	"5607596.66305653"	"5550070.77611461"	"7651548.15957531"	"8702550.84804612"	"8583112.5137468"	"12543072.370057"	"10330918.8936762"	"3907649.6427343"	"5149322.1169879"	"3485995.56035854"	"4752978.63929177"	"7297884.24416692"	"276442.236248098"	"4576695.33457181"	"4998841.83515336"	"185643.097583532"	"1680163.28416138"	"1782095.72787626"	"122802.463509268"	"2584441.30756431"	"91470.2171836571"	"5537728.54789601"	"25.7208868927052"	"62.9850253513848"	"60.541"	"5.92"	"8.22465951500304E-13"	"8.43831917542288E-12"
"4147"	"Furaneol"	"C6 H8 O3"	"Full match"	"No results"	"Partial match"	"Full match"	""	"128.04728"	"3.241"	"12691230.8252871"	"3"	"0"	"3"	"Other"	""	""	"PreferredDDA"	"178782.23332316"	"70573.8452228509"	"118209.84746764"	"100542.51582615"	"12691230.8252871"	"5472962.14421148"	"9059657.79324082"	"8469341.71055737"	"1399782.88867281"	"382942.910271986"	"3517293.20347919"	"746594.080596382"	"4070249.82186382"	"3844625.47474007"	"4130131.77587901"	"1216811.33485283"	"5538211.96264037"	"2297898.71145822"	"157238.142808874"	"3449499.05747401"	"535160.07976425"	"6599599.72354408"	"361087.616518575"	"267663.915993505"	"395327.874743314"	"105119.996195727"	"297152.898696397"	"351311.704570297"	"178682.595876347"	"515195.556652042"	"109376.181646895"	"1308297.11176282"	"38.98613058782"	"114.392215395052"	"11.961"	"3.58"	"8.43288350313769E-07"	"2.64907354334967E-06"
"4164"	"15-cis-4,4'-diapophytoene"	"C30 H48"	"Full match"	"No results"	"No results"	"Full match"	""	"408.37584"	"19.998"	"12621639.1767025"	"1"	"0"	"0"	""	""	""	"NoMSn"	"171279.344656408"	"121018.022728908"	"221161.280198011"	"138156.479535164"	"990589.581025656"	"6935898.57708191"	"12621639.1767025"	"193235.015821295"	"1878218.5447917"	"3048200.61101323"	"214549.518610997"	"211863.849127376"	"258974.243528669"	"212659.744959457"	"220478.659190754"	"418158.916953806"	"176358.840118609"	"172181.211232963"	"168437.998289114"	"169393.601563833"	"173444.859957872"	"232652.187145427"	"214763.18096283"	"193871.888327326"	"846281.082527419"	"164266.896237713"	"184639.782092837"	"215539.030880887"	"197926.014537984"	"563872.732860202"	"154717.912095786"	"214656.349786913"	"27.0630782244128"	"229.963984495177"	"1.387"	"0.47"	"0.00326834255318559"	"0.0059234365656512"
"4172"	"Methylparaben"	"C8 H8 O3"	"Full match"	"No results"	"Partial match"	"Full match"	""	"152.04735"	"0.729"	"12600307.59877"	"4"	"0"	"5"	"Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic compound degradation via 3-oxoadipate;Other"	""	""	"PreferredDDA"	"152389.976825328"	"147797.940790187"	"198914.28118768"	"140663.465048063"	"12534863.720615"	"2043241.12612562"	"9921213.19838821"	"12600307.59877"	"5468038.11154568"	"11010067.5821542"	"5039734.22360179"	"7791828.11421083"	"6569946.33571942"	"9918645.67974585"	"7609876.1950153"	"11756698.5435628"	"3096472.73989258"	"2420012.94154957"	"2550134.3452197"	"1428722.62096283"	"3436133.97333458"	"3517266.26324007"	"375359.529302636"	"139629.944972594"	"320617.737148368"	"449796.222739548"	"152339.293356876"	"1113994.4409333"	"534770.1296483"	"1094519.92361427"	"150093.958807758"	"3266303.35661358"	"16.5223446350017"	"91.1346446447341"	"21.762"	"4.44"	"3.04706948754325E-10"	"1.90925629700191E-09"
"4201"	"Kynurenic acid"	"C10 H7 N O3"	"Full match"	"Full match"	"Full match"	"Partial match"	""	"189.04276"	"4.958"	"12446706.4332642"	"1"	"2"	"1"	"Other"	"99.3"	""	"PreferredDDA"	"21885.1847723651"	"11893.6364576821"	"21720.6492683117"	"19556.4225277937"	"5750799.46607474"	"4019552.01846056"	"12446706.4332642"	"8350039.45248004"	"2860270.93065042"	"7529908.71664137"	"4260338.32786965"	"10422744.612795"	"7276543.95729522"	"7863182.20919407"	"8936272.10096796"	"8343771.74452123"	"4361895.57214161"	"2656885.72289213"	"2877452.27910152"	"3294957.15526308"	"3789997.67516876"	"4398936.97536143"	"779587.192851175"	"357701.041405554"	"1271878.2221441"	"878015.144462117"	"526225.316065931"	"993660.96825156"	"605629.879935968"	"952240.945112184"	"20638.5358980527"	"3904774.84681466"	"25.0562000807674"	"77.5908895269626"	"189.198"	"7.56"	"5.88473530489628E-14"	"7.50560566506036E-13"
"4204"	"2-(2-Methylenecyclopropyl)-3-oxosuccinic acid"	"C8 H8 O5"	"Full match"	"No results"	"Partial match"	"Full match"	""	"184.03687"	"5.228"	"12434347.3524277"	"3"	"0"	"1"	"Other"	""	""	"NoMSn"	"13823.1516775745"	"12194.5520949724"	"24897.7738214824"	"30366.6154478823"	"407175.87074792"	"599933.710699787"	"543850.361201007"	"1048970.41807222"	"485588.280809109"	"1752659.21884119"	"152113.560081832"	"373110.354601873"	"547623.478778039"	"889250.116850647"	"4510608.86883281"	"490570.728070278"	"12434347.3524277"	"1559606.30409463"	"972552.599499353"	"3126518.30663191"	"5089199.93390366"	"4411305.37571213"	"35151.3604740926"	"121867.415480922"	"132736.03554429"	"436435.910958912"	"107796.116733504"	"225216.853914597"	"139512.802054577"	"823113.352553743"	"19360.4627495284"	"545736.919989523"	"43.1006645896393"	"166.187147891173"	"28.188"	"4.82"	"5.47223765858397E-08"	"2.17803575913056E-07"
"4311"	"2-oxindole-3-acetic acid"	"C10 H9 N O3"	"Full match"	"No results"	"No results"	"Full match"	""	"191.05815"	"1.482"	"11939514.7367789"	"1"	"0"	"0"	""	""	""	"NoMSn"	"22362.2865710524"	"21696.4992135052"	"22815.3498379784"	"20404.9857451797"	"146226.300298071"	"195664.256984616"	"429910.34151959"	"547666.991634949"	"419659.049805208"	"526655.293328805"	"145960.472760126"	"655365.018802628"	"385652.402193546"	"691902.289778541"	"66140.2027220249"	"185471.784332396"	"5450494.81889753"	"1702090.22748995"	"6443306.91708397"	"11939514.7367789"	"11542097.2087252"	"233632.280895978"	"61100.1362523163"	"27608.5205721349"	"66431.6496128935"	"81921.5105855005"	"18662.7759902564"	"50893.8713806519"	"68548.2046238631"	"316146.940835318"	"22029.3928922788"	"274889.610865648"	"4.80837306930018"	"206.337750297727"	"12.478"	"3.64"	"4.22869909158686E-08"	"1.72338098258274E-07"
"4315"	"(E)-p-coumaric acid"	"C9 H8 O3"	"Full match"	"No results"	"Not the top hit"	"Full match"	""	"164.04747"	"4.182"	"11929136.2026688"	"3"	"0"	"6"	"Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other"	""	""	"NoMSn"	"209314.755800454"	"114772.738570284"	"34741.5669710454"	"99455.9214633272"	"4851403.65682162"	"4511941.31994692"	"4901414.13816182"	"4717640.6352779"	"1688697.71114409"	"3942125.64393309"	"2781963.49182205"	"6643908.88898009"	"10325312.3305569"	"11302414.3916305"	"11929136.2026688"	"2521950.70181023"	"3746150.59245456"	"730927.71507822"	"2605359.84966225"	"2590393.59150312"	"2429911.23410382"	"2450110.20964472"	"84852.8360113745"	"119363.281462032"	"47132.5971446684"	"96821.9425250419"	"59722.7205191116"	"110615.7015866"	"119049.923694334"	"157672.725062744"	"107114.330016806"	"2556172.14665667"	"62.8947427592573"	"105.836814493771"	"23.864"	"4.58"	"0.000604259423550657"	"0.0011990241791464"
"4351"	"NP-007065"	"C8 H10 O3"	"Full match"	"Full match"	"No results"	"Partial match"	""	"154.06313"	"6.273"	"11792708.9005336"	"2"	"1"	"0"	""	"95.3"	""	"PreferredDDA"	"148430.214328427"	"62977.4084599732"	"137743.484111215"	"14994.925879025"	"751859.048563748"	"2375840.03316631"	"2695370.80915111"	"11674006.1356005"	"3298169.90838304"	"4246281.33075352"	"28962.4069741225"	"11792708.9005336"	"3775451.12002602"	"5800662.1859528"	"10690246.9554992"	"7308911.27067849"	"187780.754009167"	"234257.040393781"	"201719.562700573"	"190846.840111545"	"161142.729769423"	"44640.8531290456"	"858844.422252001"	"152846.699793888"	"538794.489386764"	"379632.446627273"	"169692.453282781"	"1000235.96497227"	"1928580.79820345"	"770203.171865633"	"100360.446285594"	"814523.797058817"	"69.6034952339261"	"135.500308318803"	"8.116"	"3.02"	"0.00673033406511533"	"0.011756247806022"
"4360"	"Kinoprene"	"C18 H28 O2"	"Full match"	"No results"	"No results"	"Full match"	""	"276.20839"	"15.317"	"11764424.1918584"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"78955.6951510562"	"1594752.54306161"	"119044.334857424"	"49966.2670073185"	"103114.623820753"	"57067.0128683463"	"80161.0497072539"	"77325.2935743292"	"72260.2391291371"	"415387.142877076"	"111669.294851976"	"122221.6267828"	"98829.7545229885"	"114435.10923176"	"102334.498648275"	"643018.099791584"	"83008.4806741536"	"80179.6159701756"	"77847.6057122447"	"83407.5497815416"	"83175.0380287219"	"134611.470414796"	"9873899.42137513"	"7033488.63599276"	"2807707.17083619"	"192718.311138338"	"1095551.17131871"	"237448.343313274"	"205933.444614721"	"11764424.1918584"	"99000.0150042403"	"113052.202041868"	"164.230990671341"	"228.2005623413"	"1.142"	"0.19"	"0.664446328871772"	"0.79446064997122"
"4517"	"4,9-Dihydroxy-7H-furo[3,2-g]chromen-7-one"	"C11 H6 O5"	"Full match"	"No results"	"No results"	"Full match"	""	"218.02140"	"9.365"	"11758616.6016244"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"410904.765598866"	"269752.328254843"	"841673.778271062"	"38688.4041678798"	"10684384.281051"	"6920786.58503604"	"11758616.6016244"	"9546706.93741323"	"5433475.39903612"	"10227326.8498844"	"4981990.06381031"	"6516073.49968906"	"7597951.07856576"	"8289123.86206529"	"8563089.07500348"	"11182776.79724"	"7806676.74058643"	"3145212.96537066"	"4166985.22560857"	"2514476.86329351"	"3995881.65230359"	"6389454.80206514"	"223245.473233066"	"3257705.57593968"	"5560146.58353137"	"198430.062175615"	"1389165.70015093"	"2002683.2894828"	"131261.009898299"	"2864730.89671756"	"340328.546926855"	"5496810.99128375"	"86.5586732851386"	"63.2165497993173"	"16.151"	"4.01"	"0.0193834333408772"	"0.0322815271318517"
