"Compounds ID"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: Metabolika Search"	"Annotation Source: ChemSpider Search"	"FISh Coverage"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# Metabolika Pathways"	"Metabolika Pathways"	"mzCloud Best Match"	"mzCloud Best Sim. Match"	"MS2"	"Area: SCBIBlank4_1.raw (F34)"	"Area: SERCBLANK_2.raw (F35)"	"Area: TRB00001_Blank_1.raw (F36)"	"Area: UMB00001_Blank_1.raw (F37)"	"Area: SB00114_QUERRU_actual.raw (F1)"	"Area: SB00115_QUERRU.raw (F2)"	"Area: SB00116_QUERRU.raw (F3)"	"Area: SB00117_QUERRU.raw (F4)"	"Area: SB00119_QUERRU.raw (F5)"	"Area: SB00121_QUERRU.raw (F6)"	"Area: SB00124_QUERRU.raw (F7)"	"Area: SB00207_QUERRU.raw (F8)"	"Area: SB00232_QUERRU.raw (F9)"	"Area: SBP00000_QUERRU.raw (F10)"	"Area: SR00147_QUERRU.raw (F11)"	"Area: SR00155_QUERRU.raw (F12)"	"Area: SR00161_QUERRU.raw (F13)"	"Area: SR00165_QUERRU.raw (F14)"	"Area: SRP00001_QUERRU.raw (F15)"	"Area: TR00015_QUERRU.raw (F16)"	"Area: TR00018_QUERRU.raw (F17)"	"Area: TR00022_QUERRU.raw (F18)"	"Area: TR00023_QUERRU.raw (F19)"	"Area: TR00024_QUERRU.raw (F20)"	"Area: TRP00001_QUERRU.raw (F21)"	"Area: UM00000_QUERRU.raw (F22)"	"Area: UM00009_QUERRU.raw (F23)"	"Area: UM00010_QUERRU.raw (F24)"	"Area: UM00033_QUERRU.raw (F25)"	"Area: UM00034_QUERRU.raw (F26)"	"Area: UM00036_QUERRU.raw (F27)"	"Area: UM00057_QUERRU.raw (F28)"	"Area: UM00079_QUERRU.raw (F29)"	"Area: UM00094_QUERRU.raw (F30)"	"Area: UM00117_QUERRU.raw (F31)"	"Area: UM00121_QUERRU.raw (F32)"	"Area: UMP0001_QUERRU.raw (F33)"	"Group Area: Control"	"Group Area: Sample"	"Group CV [%]: Control"	"Group CV [%]: Sample"	"Ratio: (Sample) / (Control)"	"Log2 Fold Change: (Sample) / (Control)"	"P-value: (Sample) / (Control)"	"Adj. P-value: (Sample) / (Control)"
"4715"	"2-phytyl-1,4-dihydroxynaphthalene"	"C30 H46 O2"	"Full match"	"No results"	"Full match"	"Full match"	""	"438.34958"	"16.067"	"10573369.0144767"	"1"	"0"	"1"	"Other"	""	""	"NoMSn"	"91368.3220256162"	"55306.0176220128"	"1093326.91047142"	"59730.0214355238"	"203920.622230253"	"165814.556361979"	"610920.840832739"	"179517.045389419"	"141030.253899937"	"80724.4229580957"	"299092.13744088"	"1187999.20576617"	"1332897.05223988"	"2568998.76444974"	"412625.314204523"	"2248526.06524354"	"6706905.33936067"	"1290321.21650935"	"1603320.78580429"	"84762.4498881617"	"434773.127081032"	"110666.789661203"	"82034.2862645123"	"83459.1602871474"	"1003460.55735387"	"2711229.48594569"	"393017.332506508"	"122419.741367675"	"10573369.0144767"	"560571.535352365"	"239496.074543822"	"261183.189115743"	"1718372.99115195"	"1016503.22753557"	"3738603.10973837"	"1275234.89325031"	"2711229.48594569"	"75549.17173057"	"560571.535352365"	"157.72933928056"	"153.872927815623"	"7.420"	"2.89"	"0.125808087770003"	"0.18524286202646"
"4734"	"Furaneol"	"C6 H8 O3"	"Full match"	"No results"	"Partial match"	"Full match"	""	"128.04723"	"7.769"	"10487522.1147403"	"3"	"0"	"3"	"Other"	""	""	"PreferredDDA"	"51499.1402496328"	"17269.8868412335"	"31599.3200677435"	"31629.4034219434"	"8280961.06722445"	"64988.6272172558"	"74144.8962930418"	"3684190.43034953"	"2723879.93272014"	"4883593.1451206"	"6508489.70540915"	"8969682.60702543"	"5005401.30602635"	"4580803.68898934"	"7340522.82693367"	"49158.3554679267"	"66421.3595683429"	"5987043.74669822"	"5249682.27666628"	"9805128.29004678"	"4324361.89009751"	"8460867.16733042"	"7112029.28154858"	"5596359.51551816"	"10487522.1147403"	"1490484.97230453"	"4373729.74744769"	"5269702.69498817"	"30175.5051648436"	"68331.2720482395"	"3540998.37897919"	"1402485.72312478"	"59254.3786497796"	"2005018.65626188"	"66835.6864837905"	"845017.630706753"	"1490484.97230453"	"31614.3617448434"	"4324361.89009751"	"42.6227432615641"	"82.4633475910306"	"136.785"	"7.10"	"2.6358698002137E-09"	"1.84385963275612E-08"
"4745"	"Scopoletin"	"C10 H8 O4"	"Full match"	"No results"	"Not the top hit"	"Full match"	""	"192.04241"	"5.339"	"10457363.1698549"	"5"	"0"	"3"	"Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Other"	""	""	"NoMSn"	"34499.9720619598"	"10659.213226396"	"45695.2565919933"	"30907.1342851097"	"2289560.44685188"	"901442.922527583"	"854772.502426665"	"420158.930328919"	"1321691.7095284"	"1464461.37715387"	"2855554.0507513"	"7934332.51789772"	"2215273.37295905"	"2030581.48937536"	"431356.270257906"	"635012.441185629"	"939650.381210609"	"1561951.39561655"	"2393906.45840584"	"772327.556646693"	"1229769.23305999"	"228403.624130867"	"786075.304980251"	"569104.115168195"	"1005340.98794002"	"1848452.8114417"	"713420.047567565"	"364376.739942556"	"10457363.1698549"	"477148.332806318"	"187861.13074342"	"131298.40908138"	"2617664.5446771"	"113539.800002883"	"6363992.86637496"	"191913.324452735"	"1848452.8114417"	"32703.5531735348"	"939650.381210609"	"48.0084637400361"	"129.540588419604"	"28.732"	"4.84"	"0.00011313438238814"	"0.000289293426684883"
"4749"	"2878"	"C8 H8 O2"	"Full match"	"No results"	"Full match"	"Full match"	""	"136.05238"	"11.982"	"10442402.919587"	"5"	"0"	"2"	"Anaerobic aromatic compound degradation (Thauera aromatica);Other"	""	""	"NoMSn"	"270685.500111043"	"109721.357557193"	"114569.480599615"	"79884.5481130707"	"10442402.919587"	"2580782.17811278"	"1622647.96844667"	"173674.833224573"	"498733.123012682"	"941614.026119233"	"751184.733361511"	"9860149.31986338"	"662952.664593516"	"3594570.03125153"	"438686.63511819"	"960540.912391442"	"8234235.13133"	"1316302.86774821"	"6210865.04117551"	"283799.043124178"	"298093.334838366"	"285651.844755581"	"236914.612332221"	"215098.408943564"	"408085.200430889"	"352644.643198567"	"377595.822862132"	"364226.413859082"	"537733.565654817"	"344082.855919947"	"271051.136874587"	"332967.901316769"	"449119.171241198"	"363213.573785514"	"300759.62872104"	"337968.148727674"	"352644.643198567"	"112145.419078404"	"408085.200430889"	"59.8579083855258"	"170.352948299446"	"3.639"	"1.86"	"0.00118142332187678"	"0.00244667583917236"
"4829"	"Furaneol"	"C6 H8 O3"	"Full match"	"No results"	"Partial match"	"Full match"	""	"128.04723"	"8.682"	"10379051.2734513"	"3"	"0"	"3"	"Other"	""	""	"NoMSn"	"23188.9937641484"	"27082.25513775"	"23699.7168712977"	"30040.4481587712"	"2478131.1945479"	"6712199.1330243"	"9996440.96095975"	"4232105.0119151"	"796853.98914895"	"2684294.85278561"	"4380685.61086754"	"5384215.47362222"	"2965026.64227124"	"4494263.35677885"	"1711672.93881295"	"10185263.7415438"	"8694143.72608173"	"1914997.47213372"	"10379051.2734513"	"4774755.0347742"	"2919562.39934578"	"4164478.68809051"	"4066063.41116542"	"3920941.90502524"	"6672116.89396362"	"1380482.42700174"	"872179.951014203"	"720043.847917495"	"764872.553368229"	"4869111.58182192"	"904350.868239917"	"920373.004547969"	"38878.3784741969"	"637097.27837386"	"164349.770407382"	"374908.527065696"	"1380482.42700174"	"25390.9860045238"	"2919562.39934578"	"12.3002357753453"	"85.6353473018139"	"114.984"	"6.85"	"2.53090147121066E-20"	"2.56365431377927E-18"
"4775"	"6-Methoxyquinoline"	"C10 H9 N O"	"Full match"	"Full match"	"No results"	"Partial match"	""	"159.06844"	"1.066"	"10332508.4943992"	"1"	"3"	"0"	""	"93.1"	""	"PreferredDDA"	"40124.1767096936"	"14765.8058378716"	"15916.9623894735"	"14971.2276326245"	"1976233.54066381"	"9118991.5789696"	"2429601.62664942"	"869651.298527345"	"2276841.54434214"	"8439132.25769796"	"3947460.06836737"	"1788243.8099441"	"3445924.7479032"	"4512945.54764711"	"1822745.77515986"	"1112784.99194496"	"513304.450227823"	"7271990.7853699"	"4489084.17121123"	"3148201.25048616"	"1065024.0191083"	"274660.30701395"	"1920916.80246777"	"2039768.91679188"	"10332508.4943992"	"283874.835061958"	"289758.472531047"	"77499.592728979"	"506849.668459259"	"741247.608381808"	"909006.908544935"	"136459.717863542"	"78876.559536609"	"28919.0796495654"	"136631.3580389"	"899321.489179756"	"283874.835061958"	"15444.095011049"	"1112784.99194496"	"58.1181658783918"	"118.813272718373"	"72.052"	"6.17"	"7.99523765176965E-08"	"4.0533265661474E-07"
"4807"	"2(3H)-Furanone, dihydro-3,4-divanillyl-"	"C20 H22 O6"	"Full match"	"No results"	"No results"	"Full match"	""	"358.14163"	"9.732"	"10239339.835806"	"5"	"0"	"0"	""	""	""	"PreferredDDA"	"23500.1626742672"	"14594.5704527754"	"21674.0839822771"	"70841.3575812451"	"335015.172446074"	"610219.577150801"	"8871460.96121293"	"10239339.835806"	"292829.958605332"	"4495544.77655514"	"1956844.30422016"	"328764.915352074"	"4040346.81423042"	"4425012.27450467"	"1667211.99248315"	"4873950.04098347"	"1843081.43890493"	"887200.828491422"	"8386603.96682532"	"957584.328213536"	"577261.767709063"	"98051.4844945388"	"557908.201512342"	"232066.380211131"	"775310.020344878"	"859409.036003496"	"810289.142214206"	"804871.68838681"	"156783.251182269"	"1929162.90199893"	"42104.4116024156"	"2440433.11797418"	"49467.0472043156"	"1181113.60662022"	"87661.3663836943"	"2199985.12056259"	"859409.036003496"	"22587.1233282721"	"859409.036003496"	"78.8523201360135"	"129.378407131676"	"38.049"	"5.25"	"6.90305801174098E-05"	"0.000185525994156347"
"4820"	"acrep"	"C13 H25 N O2"	"Full match"	"No results"	"No results"	"Full match"	""	"227.18855"	"15.696"	"10207500.8613888"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"122923.28851092"	"200376.186980979"	"339838.414751836"	"1100176.95392295"	"98281.5773189213"	"255136.193449476"	"493933.902999423"	"233624.457121757"	"449424.852824398"	"368111.149037953"	"475418.452939218"	"109019.733881929"	"741340.208771569"	"2183609.24287245"	"275696.750366343"	"309068.549781838"	"334842.631395693"	"162382.115478633"	"10207500.8613888"	"233443.550287242"	"408757.858812041"	"199473.953679098"	"1352718.54017661"	"1423200.69671869"	"2763382.43400502"	"1957553.07985001"	"1815484.76093012"	"1860137.59731731"	"1276504.8694627"	"640917.1112208"	"419282.312904841"	"1942914.83709643"	"1186081.6973513"	"2448578.67012873"	"4912024.62318054"	"3093786.95107932"	"1957553.07985001"	"270107.300866407"	"640917.1112208"	"101.770849137383"	"136.167924803419"	"2.373"	"1.25"	"0.156326893565204"	"0.22451618909031"
"4844"	"Veronicastroside"	"C27 H30 O15"	"Full match"	"No results"	"Partial match"	"Full match"	""	"594.15868"	"7.593"	"10113911.8663056"	"18"	"0"	"1"	"Superpathway of flavones and derivatives biosynthesis"	""	""	"NoMSn"	"36814.0571596211"	"22835.5907172264"	"31010.2271832076"	"32218.8968720151"	"87063.0926201974"	"40712.3145156066"	"47428.6509998247"	"131462.260471512"	"3129382.07017426"	"10113911.8663056"	"50071.9490463161"	"1294764.2970027"	"151170.5865858"	"280616.240068631"	"265043.906069482"	"308945.155686658"	"270993.362939589"	"281996.052500663"	"114393.193367254"	"96668.7833831525"	"100174.015685991"	"241225.492586596"	"105002.7434266"	"133336.443480908"	"195124.803002456"	"63440.9019686779"	"46162.9327514906"	"58776.2926874594"	"43343.1858009673"	"52016.3697976726"	"59592.7531657617"	"59660.1305000266"	"58672.8462373905"	"46167.8537496529"	"63845.985260511"	"41143.5790453376"	"63440.9019686779"	"31614.5620276113"	"96668.7833831525"	"18.9469155331287"	"329.523319082251"	"3.058"	"1.61"	"1.05956883814286E-06"	"4.27301531447776E-06"
"4871"	"(1R,2R,5S,8S,9S,10R)-5-Hydroxy-11-methyl-6-methylene-16-oxo-15-oxapentacyclo[9.3.2.1~5,8~.0~1,10~.0~2,8~]heptadec-12-ene-9-carboxylic acid"	"C19 H22 O5"	"Full match"	"No results"	"Full match"	"Full match"	""	"330.14682"	"7.350"	"10025180.6297286"	"3"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"79472.5730778587"	"30260.0175770281"	"51090.1387318636"	"46587.0622778747"	"395284.389003701"	"938610.65158122"	"439577.689140176"	"1240311.12181547"	"2083180.47737914"	"873858.358537508"	"10025180.6297286"	"2490606.60927188"	"3117884.0187483"	"2160025.89683255"	"3397067.85254266"	"1422482.41960396"	"2439818.28084178"	"901685.357784752"	"7299919.05839455"	"914841.302933258"	"2210861.47004676"	"1095685.96976064"	"878548.35270776"	"1996969.69416968"	"2242767.74300802"	"446419.980201455"	"116247.784150841"	"147132.817857957"	"301701.999220698"	"868828.207992902"	"249118.491727811"	"320001.955105588"	"290451.206790436"	"2424949.72727859"	"173573.689689847"	"125227.894450464"	"446419.980201455"	"48838.6005048692"	"914841.302933258"	"39.4828526219048"	"125.264484588964"	"18.732"	"4.23"	"4.55952431550926E-07"	"1.96944001788636E-06"
"5375"	"p-hydroxybenzoic acid-geranyl ester"	"C17 H22 O3"	"Full match"	"No results"	"No results"	"Full match"	""	"274.15696"	"17.270"	"9971628.02630856"	"1"	"0"	"0"	""	""	""	"NoMSn"	"7791637.77125887"	"6553961.82563383"	"2829678.03137194"	"1036800.95817549"	"5902069.80016665"	"5817781.37410748"	"7259482.86384106"	"7825388.25455572"	"7553335.07432833"	"8772360.58538824"	"5813819.00104519"	"8671638.99630406"	"8546134.6453579"	"9971628.02630856"	"6702240.82312481"	"4683238.53965648"	"6370839.53759346"	"6603453.30326406"	"5529942.72127628"	"3514270.87153407"	"3644066.10564983"	"3416290.24156499"	"3455881.05164737"	"4565946.02247381"	"9563236.98872924"	"2667689.78062292"	"2017062.86063708"	"2071425.99188945"	"6124140.99620636"	"4592799.17025754"	"4281377.15198668"	"5865204.31902331"	"6736649.64441321"	"6342821.07980285"	"8867788.74471406"	"6006614.699666"	"2667689.78062292"	"4691819.92850289"	"5902069.80016665"	"69.2529388377044"	"37.5588212631515"	"1.258"	"0.33"	"0.422985381393674"	"0.533807861311768"
"4897"	"Hypoxanthine"	"C5 H4 N4 O"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"136.03845"	"1.112"	"9949328.45721867"	"4"	"2"	"5"	"Superpathway of purine nucleotide salvage;Other"	"93.0"	""	"PreferredDDA"	"26649.0725466125"	"28003.1609354667"	"24050.3301991121"	"21322.333024776"	"562727.720607819"	"154979.348935841"	"127880.853315172"	"133145.90549275"	"76225.3913438644"	"676915.759327375"	"220640.196359604"	"399476.640248112"	"666799.724833973"	"234563.649478447"	"125672.151442002"	"518533.337300254"	"462118.495388713"	"98242.9594701072"	"487870.182557977"	"2679878.34084117"	"9949328.45721867"	"117020.592062041"	"631695.067313978"	"213805.342846939"	"4116167.05674265"	"96915.3768303663"	"185803.593648845"	"181038.146065973"	"106253.87868819"	"217153.166094847"	"246376.158041022"	"37959.165686569"	"104229.303676092"	"13694.0684967827"	"204319.86636351"	"36342.5516856176"	"96915.3768303663"	"25349.7013728623"	"204319.86636351"	"11.8101299462537"	"251.188255599763"	"8.060"	"3.01"	"3.65900810045037E-11"	"3.7729412868117E-10"
"4904"	"all-trans-phytofluene"	"C40 H62"	"Full match"	"No results"	"Full match"	"Full match"	""	"542.48467"	"17.624"	"9930967.98279705"	"2"	"0"	"3"	"Other"	""	""	"NoMSn"	"1375784.35504342"	"272452.559838777"	"258601.12236809"	"176757.387507561"	"534963.14409053"	"531749.292597996"	"944153.65114662"	"741232.921825238"	"901475.995947971"	"1118248.61467736"	"975901.004316499"	"1063918.67247638"	"815327.803985614"	"1690775.31066907"	"255453.342345364"	"238170.2619443"	"224607.753083771"	"277677.841942298"	"341985.620018187"	"275481.765815486"	"291375.434899323"	"366664.054827753"	"206821.968272096"	"270656.453724129"	"666426.581262784"	"3118195.37381397"	"2276812.36584485"	"484865.431801002"	"6266473.6484593"	"6538768.51362565"	"3995350.49589906"	"9930967.98279705"	"7019925.84434517"	"3074292.98620558"	"4739293.35021896"	"4116659.16000345"	"3118195.37381397"	"265526.841103434"	"901475.995947971"	"109.711481053063"	"120.158858277613"	"3.395"	"1.76"	"0.0982458591743413"	"0.148121438346606"
"8116"	"N-methylethanolamine phosphate"	"C3 H10 N O4 P"	"Full match"	"No results"	"Not the top hit"	"Full match"	""	"155.03476"	"0.699"	"9874164.09170517"	"1"	"0"	"6"	"Adenosylcobalamin biosynthesis II (aerobic);Adenosylcobalamin biosynthesis I (anaerobic);Superpathway of L-threonine metabolism;Other"	""	""	"NoMSn"	"420895.671971108"	"4266966.31099471"	"388854.464764541"	"736758.74195917"	"9733086.85813822"	"2239200.17278714"	"4185258.8593337"	"4047513.14710535"	"2806413.52751138"	"3511475.03733255"	"2540964.76530135"	"6028519.05198129"	"7561260.59486196"	"3050288.76831791"	"6223321.03179167"	"8454192.37679203"	"6135049.72081633"	"136533.128482569"	"9874164.09170517"	"3656949.67465029"	"2387628.45368361"	"715554.257940051"	"1435845.28526881"	"4261085.57799119"	"3256829.48305334"	"1451934.89278905"	"1039179.4949188"	"1349757.6703096"	"433227.191330403"	"1767179.24215262"	"1826646.40259171"	"634515.457465258"	"1014078.78190297"	"4606092.77298803"	"3627166.17377016"	"5440271.22795316"	"1451934.89278905"	"578827.206965139"	"3050288.76831791"	"129.512240300892"	"74.7109135012179"	"5.270"	"2.40"	"0.14340874653201"	"0.208103815894485"
"4962"	"ketopantoic acid"	"C6 H10 O4"	"Full match"	"No results"	"Not the top hit"	"Full match"	""	"146.05784"	"11.964"	"9767098.10495773"	"1"	"0"	"9"	"Superpathway of L-threonine metabolism;Other"	""	""	"NoMSn"	"1310953.60116479"	"315226.700884821"	"131181.843604561"	"86477.2777930041"	"1321354.07524889"	"978406.148662234"	"777289.432086029"	"1014749.76435659"	"733901.478086791"	"775267.041771828"	"1079390.24660392"	"651436.40050387"	"1122105.91415057"	"1194638.48703406"	"969726.543429482"	"600599.938960429"	"953679.0970456"	"753130.711387444"	"9767098.10495773"	"521645.161620021"	"777509.745061583"	"916596.085517718"	"656618.308342004"	"390995.115593859"	"1151967.48355798"	"977368.710116579"	"1046521.90088243"	"1009468.04997515"	"904821.678672269"	"731589.534567844"	"742281.324917328"	"697468.184790378"	"785287.337157668"	"784290.916862761"	"790952.320843139"	"698033.422073758"	"977368.710116579"	"223204.272244691"	"790952.320843139"	"124.792726180351"	"138.528910136183"	"3.544"	"1.83"	"0.131512650375523"	"0.192599391024792"
"4979"	"2,4-Dimethylbenzaldehyde"	"C9 H10 O"	"Full match"	"Full match"	"No results"	"Partial match"	""	"134.07306"	"12.379"	"9711762.59769354"	"4"	"2"	"0"	""	"71.7"	""	"PreferredDDA"	"824939.545517866"	"213755.87508502"	"31163.1599273267"	"157585.166016428"	"660869.012919766"	"653680.648738873"	"503361.338387125"	"671378.180284993"	"370628.640515914"	"594689.897522788"	"715442.572721551"	"794067.931756653"	"733816.592327677"	"863225.233751103"	"562915.143000151"	"421903.461690891"	"595197.397353962"	"453058.550537168"	"9711762.59769354"	"258653.156253289"	"343018.199290402"	"449549.911865812"	"337351.027693854"	"182345.33426158"	"968217.724877633"	"245357.258183681"	"238359.681439685"	"812255.600031155"	"1260519.5149884"	"141170.400561753"	"1049407.46552611"	"395348.72651179"	"1217548.92919908"	"783579.991383964"	"1113388.45992209"	"172556.699321535"	"245357.258183681"	"185670.520550724"	"594689.897522788"	"115.272452127362"	"187.189950776578"	"3.203"	"1.68"	"0.181124807954685"	"0.255408968989738"
"5045"	"4-Hydroxycoumarin"	"C9 H6 O3"	"Full match"	"Full match"	"Partial match"	"Not the top hit"	""	"162.03160"	"14.153"	"9522565.19993516"	"3"	"3"	"1"	"Superpathway of scopolin and esculin biosynthesis"	"85.0"	""	"PreferredDDA"	"4782913.19573084"	"1433461.73065156"	"1372704.00652309"	"2157080.4072389"	"1765593.90391006"	"1416916.74784358"	"1689364.19610503"	"1991023.61697238"	"1434422.14821896"	"1768775.19308341"	"1564004.99421845"	"1685406.39269704"	"1923279.51277102"	"4928376.60144201"	"1675157.37449082"	"1860672.97986049"	"1608203.80751726"	"1942278.9053029"	"2274392.15693858"	"1546369.96751792"	"1577572.9490281"	"1391693.90946723"	"1218861.75665919"	"1663735.19516369"	"1540416.71938607"	"7097965.88833254"	"4407739.8724842"	"6036628.30751269"	"4676797.62704957"	"8071688.2975457"	"7416116.72989972"	"8957305.99292502"	"9250203.54982286"	"9522565.19993516"	"9331103.07898662"	"4150337.05042319"	"7097965.88833254"	"1795271.06894523"	"1923279.51277102"	"65.8439796780197"	"77.2171341474787"	"1.071"	"0.10"	"0.385920441720535"	"0.493786997381618"
"5051"	"D-Glucono-delta-lactone"	"C6 H10 O6"	"Full match"	"No results"	"Partial match"	"Full match"	""	"178.04810"	"8.704"	"9495378.93848845"	"8"	"0"	"5"	"Other"	""	""	"PreferredDDA"	"459250.850952567"	"432156.459403197"	"101306.426701509"	"48194.0119110736"	"316878.928617435"	"527407.957108455"	"769697.443926951"	"367078.893034953"	"222363.402390085"	"348193.020299131"	"452493.986970777"	"434512.434407014"	"495625.704381597"	"622570.45123328"	"257494.974012887"	"897039.899617531"	"875675.13838441"	"293474.14714437"	"9495378.93848845"	"857894.422902145"	"819822.278327398"	"670126.571172736"	"1101510.1610856"	"607787.580480739"	"1276375.60305373"	"239022.712269163"	"142269.861490155"	"144965.393681823"	"187581.078603592"	"520548.701228635"	"232570.488020672"	"152089.524550179"	"98780.9682916376"	"174947.792606836"	"150378.62929722"	"129270.044845562"	"239022.712269163"	"266731.443052353"	"367078.893034953"	"82.831120384453"	"219.333157287069"	"1.376"	"0.46"	"0.240169994674676"	"0.327668874287436"
"9347"	"Vernolate"	"C10 H21 N O S"	"Full match"	"No results"	"No results"	"Full match"	""	"203.13444"	"15.972"	"9487370.23583309"	"3"	"0"	"0"	""	""	""	"NoMSn"	"54205.3429195938"	"62897.8892070463"	"56844.5498054137"	"9487370.23583309"	"45116.8241695653"	"43921.8541779474"	"44246.7895308764"	"45904.2486152207"	"44933.5024034909"	"44230.6219923777"	"49753.5370561849"	"49021.7041521534"	"83390.7094289853"	"131491.053938102"	"92943.9756536135"	"68284.1927792246"	"51392.0002073298"	"58181.2808377613"	"95627.4731845448"	"46282.6645165938"	"49605.6062906616"	"44534.1314471235"	"50002.1174109941"	"50801.1949111553"	"106804.247419246"	"2496914.81187407"	"2961588.98523164"	"2149197.18688191"	"623092.344713616"	"1149083.76820674"	"647132.630182837"	"632707.04362643"	"565692.088542858"	"584166.336075567"	"423625.034836993"	"595623.617928365"	"2496914.81187407"	"59871.21950623"	"83390.7094289853"	"195.198842082689"	"161.981376281224"	"1.393"	"0.48"	"0.865579748634769"	"0.917060086432982"
"5098"	"Gomphrenin-I"	"C24 H26 N2 O13"	"Full match"	"No results"	"No results"	"Full match"	""	"550.14488"	"10.584"	"9385599.25291376"	"1"	"0"	"0"	""	""	""	"NoMSn"	"22666.8962282056"	"14515.7299079573"	"19402.7986133211"	"59691.8986639057"	"22941.1704538548"	"19001.9375538626"	"21926.1019901119"	"21552.6673478273"	"20264.7016585606"	"21327.2836903453"	"28442.3890988489"	"822189.289700975"	"26698.4023677748"	"69488.8953432869"	"16840.8167043922"	"17398.1330473929"	"16570.3632435519"	"15871.3480408166"	"37728.4474923884"	"25770.4768957573"	"26996.6243580275"	"33915.3859983417"	"29304.4557506138"	"32122.3200206413"	"41620.6684323028"	"1042432.02314391"	"9385599.25291376"	"308975.842780113"	"265100.424283839"	"160360.720482467"	"132883.421758507"	"55381.9558950537"	"64066.6912905158"	"54399.5470900013"	"114729.929143595"	"122492.365060776"	"1042432.02314391"	"21034.8474207633"	"33915.3859983417"	"71.1678426767474"	"381.357721160171"	"1.612"	"0.69"	"0.0438656175952399"	"0.0705400094932325"
"5109"	"Taxifolin"	"C15 H12 O7"	"Full match"	"Full match"	"Full match"	"Full match"	""	"304.05821"	"6.975"	"9363514.99262442"	"5"	"2"	"1"	"Superpathway of flavones and derivatives biosynthesis"	"97.1"	""	"PreferredDDA"	"19997.8222290547"	"16559.970266692"	"20522.1661281797"	"17083.1897455227"	"1990387.55409545"	"4463067.13561891"	"1701684.00232254"	"332857.16694725"	"1032977.33479284"	"4800257.16884446"	"3664701.92776207"	"2870208.05612848"	"1337751.36264437"	"2066222.57871253"	"1778708.35464098"	"2842250.64348988"	"7773735.57786448"	"821958.033599716"	"9363514.99262442"	"1958604.91911269"	"1267667.15402049"	"1148972.49184855"	"1479380.97786784"	"799688.246103664"	"1906645.74984362"	"162880.450206101"	"156523.245336756"	"61987.1102846399"	"449472.286412652"	"1154220.75663827"	"145471.740340284"	"297590.696361793"	"64637.6523137304"	"45505.4915741414"	"52876.1123537353"	"169306.644393108"	"162880.450206101"	"18540.5059872887"	"1154220.75663827"	"10.830556115643"	"122.765819962176"	"62.254"	"5.96"	"1.05899369768197E-15"	"2.80324515526348E-14"
"5194"	"FARNESYL ACETONE"	"C18 H30 O"	"Full match"	"No results"	"No results"	"Full match"	""	"262.22964"	"19.049"	"9124228.02002461"	"1"	"0"	"0"	""	""	""	"NoMSn"	"274333.522404735"	"178018.748613538"	"230519.543745826"	"308538.51031774"	"300736.746977527"	"250569.368013092"	"237869.773652035"	"241800.990831273"	"249761.396294264"	"238219.649251313"	"247438.514845674"	"242584.959925843"	"509154.074793773"	"429956.991555188"	"468464.62433027"	"1238296.7351379"	"1473352.23078186"	"1570269.67870579"	"423688.714020051"	"233152.737618647"	"229678.016270972"	"241802.428051401"	"250381.756122781"	"274429.448053612"	"3363548.36243755"	"2822180.36215063"	"734722.317908893"	"335022.096432314"	"684494.7715238"	"452732.235938488"	"1010238.0209806"	"1756183.90929884"	"2729991.7465207"	"3658844.18455911"	"9124228.02002461"	"2341124.6424521"	"2822180.36215063"	"252426.533075281"	"452732.235938488"	"22.77731855297"	"140.688181681248"	"1.794"	"0.84"	"0.000151678027481371"	"0.00037744156549555"
"5211"	"cinmethylin"	"C18 H26 O2"	"Full match"	"No results"	"No results"	"Full match"	""	"274.19348"	"14.229"	"9087816.42536243"	"3"	"0"	"0"	""	""	""	"NoMSn"	"70297.5892764758"	"38969.2852805836"	"52199.9258671124"	"44061.6781987122"	"210290.260691231"	"229090.971328565"	"314943.90130877"	"146718.364759487"	"527935.651639366"	"260033.924714795"	"590975.965654637"	"646746.17703217"	"270242.131466624"	"1801759.12194789"	"78014.4359761172"	"41625.0960490728"	"83344.8332206466"	"48672.0181828107"	"398967.875180406"	"139705.53692371"	"55676.3256158805"	"406551.622348194"	"128933.410929986"	"98437.0684045551"	"3599582.13614442"	"3781437.52367136"	"835854.885122464"	"1760309.89481888"	"1133649.37349409"	"1387292.38916996"	"613989.408635698"	"5837947.62140548"	"4844634.10500242"	"5910493.88443983"	"9087816.42536243"	"5304502.76311772"	"3781437.52367136"	"48130.8020329123"	"527935.651639366"	"26.7353497636415"	"138.959092023242"	"10.969"	"3.46"	"4.91969593026553E-09"	"3.24794238667754E-08"
